"YYYYMMDD","hhmmss (UTC+0)","Type","Direction","Duration [s]"
20100929,110606,SMS,Outgoing,0
20100929,110626,SMS,Outgoing,0
20100929,111107,SMS,Incoming,0
20100929,112147,SMS,Incoming,0
20100929,120753,SMS,Incoming,0
20100929,121942,SMS,Outgoing,0
20100929,122241,SMS,Incoming,0
20100929,125253,Voice,Incoming,440
20100929,144830,Voice,Outgoing,0
20100929,145010,SMS,Incoming,0
20100929,145542,Data,Outgoing,9
20100929,145737,SMS,Outgoing,0
20100929,145929,SMS,Outgoing,0
20100929,150035,SMS,Incoming,0
20100929,151236,SMS,Incoming,0
20100929,151252,Voice,Outgoing,123
20100929,151626,SMS,Outgoing,0
20100929,152059,Voice,Missed call,0
20100929,152408,Voice,Outgoing,73
20100929,153848,SMS,Incoming,0
20100929,154117,SMS,Outgoing,0
20100929,154618,SMS,Incoming,0
20100929,154956,SMS,Incoming,0
20100929,155258,SMS,Outgoing,0
20100929,155356,Voice,Incoming,292
20100929,155415,SMS,Outgoing,0
20100929,160023,SMS,Outgoing,0
20100929,160125,Voice,Outgoing,0
20100929,161840,SMS,Incoming,0
20100929,163108,SMS,Outgoing,0
20100929,173809,SMS,Incoming,0
20100929,175040,SMS,Incoming,0
20100929,175527,Voice,Missed call,0
20100929,184501,SMS,Outgoing,0
20100929,184702,Data,Outgoing,67
20100929,184804,SMS,Incoming,0
20100929,185046,SMS,Outgoing,0
20100929,185242,SMS,Outgoing,0
20100929,185315,SMS,Incoming,0
20100929,190825,Data,Outgoing,367
20100929,191151,Voice,Incoming,244
20100929,192724,SMS,Incoming,0
20100929,192906,SMS,Outgoing,0
20100929,210004,Data,Outgoing,210
20100929,211950,SMS,Incoming,0
20100929,212443,SMS,Outgoing,0
20100929,212650,SMS,Outgoing,0
20100929,212731,SMS,Incoming,0
20100930,043557,Data,Outgoing,1
20100930,043559,Data,Outgoing,3940
20100930,053343,Voice,Outgoing,97
20100930,054148,Data,Outgoing,1296
20100930,060804,Data,Outgoing,4503
20100930,071649,Voice,Missed call,0
20100930,092647,Voice,Outgoing,10
20100930,092721,Voice,Outgoing,65
20100930,092920,SMS,Outgoing,0
20100930,093018,Voice,Outgoing,41
20100930,093615,SMS,Outgoing,0
20100930,094257,SMS,Incoming,0
20100930,095103,SMS,Incoming,0
20100930,104935,SMS,Outgoing,0
20100930,110108,SMS,Incoming,0
20100930,112144,Voice,Incoming,81
20100930,115210,Voice,Incoming,218
20100930,115901,Voice,Outgoing,436
20100930,120325,SMS,Incoming,0
20100930,122434,SMS,Incoming,0
20100930,122615,Voice,Outgoing,57
20100930,132946,Voice,Outgoing,0
20100930,153102,SMS,Incoming,0
20100930,162146,SMS,Outgoing,0
20100930,162445,SMS,Incoming,0
20100930,162814,Voice,Outgoing,200
20100930,163112,SMS,Incoming,0
20100930,163747,SMS,Outgoing,0
20100930,163934,SMS,Outgoing,0
20100930,164144,SMS,Outgoing,0
20100930,164642,SMS,Incoming,0
20100930,170346,SMS,Incoming,0
20100930,172354,Data,Outgoing,1221
20100930,174144,Voice,Incoming,0
20100930,174416,Data,Outgoing,754
20100930,175654,Voice,Outgoing,0
20100930,175724,Voice,Outgoing,70
20100930,175910,Voice,Outgoing,19
20100930,180111,Voice,Outgoing,426
20100930,182541,Voice,Missed call,0
20100930,183235,SMS,Incoming,0
20100930,202329,SMS,Outgoing,0
20100930,205957,Voice,Outgoing,6
20101001,073040,Voice,Outgoing,122
20101001,074318,Data,Outgoing,146
20101001,084624,SMS,Incoming,0
20101001,085101,Voice,Outgoing,241
20101001,085526,Voice,Outgoing,325
20101001,090204,SMS,Outgoing,0
20101001,090513,Voice,Outgoing,217
20101001,095731,Voice,Outgoing,267
20101001,103647,SMS,Incoming,0
20101001,104309,Voice,Outgoing,312
20101001,104913,Voice,Outgoing,69
20101001,105233,Voice,Outgoing,95
20101001,105913,Voice,Outgoing,74
20101001,111148,Voice,Incoming,345
20101001,111747,Data,Outgoing,4864
20101001,123839,Voice,Outgoing,12
20101001,124116,Data,Outgoing,173
20101001,124730,Voice,Outgoing,30
20101001,125127,Data,Outgoing,109
20101001,130737,Data,Outgoing,7434
20101001,151107,Voice,Outgoing,7
20101001,153320,SMS,Outgoing,0
20101001,153437,SMS,Incoming,0
20101001,154250,Data,Outgoing,34
20101001,164853,Voice,Outgoing,26
20101001,192940,Data,Outgoing,150
20101001,214031,Data,Outgoing,15
20101001,214134,Data,Outgoing,15
20101001,214150,Data,Outgoing,15
20101002,083735,SMS,Outgoing,0
20101002,224117,SMS,Incoming,0
20101002,224206,SMS,Outgoing,0
20101003,124046,SMS,Incoming,0
20101003,124101,SMS,Incoming,0
20101003,141707,Voice,Missed call,0
20101003,154905,Voice,Outgoing,0
20101003,154948,Voice,Outgoing,0
20101003,155257,Voice,Outgoing,105
20101003,175508,Voice,Outgoing,0
20101003,185013,Voice,Outgoing,64
20101003,185127,Data,Outgoing,70
20101003,195233,Voice,Outgoing,18
20101003,195952,Data,Outgoing,62
20101003,200224,SMS,Outgoing,0
20101004,045315,SMS,Outgoing,0
20101004,050136,Data,Outgoing,1282
20101004,060724,Voice,Outgoing,0
20101004,060820,Voice,Outgoing,291
20101004,065743,SMS,Incoming,0
20101004,072937,SMS,Outgoing,0
20101004,073105,SMS,Incoming,0
20101004,073305,SMS,Outgoing,0
20101004,074721,SMS,Incoming,0
20101004,074957,SMS,Outgoing,0
20101004,080913,Voice,Incoming,56
20101004,081032,Voice,Outgoing,490
20101004,090927,SMS,Outgoing,0
20101004,091214,Voice,Outgoing,208
20101004,091659,Voice,Outgoing,0
20101004,092855,SMS,Outgoing,0
20101004,093240,SMS,Outgoing,0
20101004,093423,Voice,Outgoing,90
20101004,093826,SMS,Outgoing,0
20101004,102059,SMS,Incoming,0
20101004,121141,Voice,Outgoing,134
20101004,121428,Voice,Outgoing,38
20101004,125524,SMS,Incoming,0
20101004,130111,SMS,Outgoing,0
20101004,130144,SMS,Incoming,0
20101004,134856,SMS,Incoming,0
20101004,135116,SMS,Outgoing,0
20101004,140202,Voice,Outgoing,0
20101004,140501,Voice,Incoming,80
20101004,141228,Voice,Incoming,135
20101004,142848,SMS,Outgoing,0
20101004,143004,SMS,Incoming,0
20101004,154659,Voice,Missed call,0
20101004,154757,Voice,Outgoing,107
20101004,162225,Voice,Outgoing,3
20101004,162257,Voice,Incoming,77
20101004,165151,Voice,Outgoing,0
20101004,185516,SMS,Incoming,0
20101004,205321,SMS,Outgoing,0
20101004,211346,Data,Outgoing,29
20101005,063808,Voice,Outgoing,315
20101005,065527,SMS,Outgoing,0
20101005,070220,SMS,Incoming,0
20101005,071935,Voice,Outgoing,23
20101005,094808,SMS,Incoming,0
20101005,103733,SMS,Outgoing,0
20101005,111904,SMS,Incoming,0
20101005,112526,SMS,Outgoing,0
20101005,113233,SMS,Incoming,0
20101005,130448,SMS,Outgoing,0
20101005,132016,SMS,Incoming,0
20101005,135101,SMS,Incoming,0
20101005,144949,SMS,Outgoing,0
20101005,150842,Voice,Missed call,0
20101005,152202,SMS,Outgoing,0
20101005,164752,SMS,Incoming,0
20101005,164925,SMS,Incoming,0
20101005,172951,SMS,Outgoing,0
20101005,173100,SMS,Outgoing,0
20101005,173302,SMS,Incoming,0
20101005,184445,SMS,Incoming,0
20101005,191656,Voice,Outgoing,71
20101005,193707,SMS,Incoming,0
20101005,194202,SMS,Outgoing,0
20101005,194600,SMS,Incoming,0
20101005,195045,SMS,Outgoing,0
20101005,195418,SMS,Incoming,0
20101006,073358,SMS,Outgoing,0
20101006,073444,SMS,Outgoing,0
20101006,073952,SMS,Incoming,0
20101006,111713,SMS,Incoming,0
20101006,121746,SMS,Outgoing,0
20101006,133742,SMS,Incoming,0
20101006,141321,SMS,Incoming,0
20101006,141851,SMS,Outgoing,0
20101006,173538,SMS,Outgoing,0
20101006,173857,SMS,Incoming,0
20101006,174131,SMS,Outgoing,0
20101006,174612,SMS,Incoming,0
20101006,175925,SMS,Outgoing,0
20101006,183352,Voice,Missed call,0
20101006,185645,Voice,Outgoing,0
20101006,185930,SMS,Outgoing,0
20101006,190852,SMS,Incoming,0
20101006,192130,SMS,Outgoing,0
20101006,192337,SMS,Incoming,0
20101007,070007,SMS,Outgoing,0
20101007,070128,SMS,Incoming,0
20101007,105140,SMS,Incoming,0
20101007,105228,SMS,Incoming,0
20101007,105849,SMS,Outgoing,0
20101007,112123,SMS,Incoming,0
20101007,113828,SMS,Incoming,0
20101007,141723,SMS,Outgoing,0
20101007,151855,SMS,Incoming,0
20101007,152324,SMS,Outgoing,0
20101007,161200,SMS,Outgoing,0
20101007,161334,SMS,Outgoing,0
20101007,161618,SMS,Incoming,0
20101007,182432,SMS,Incoming,0
20101007,193447,SMS,Outgoing,0
20101007,194232,SMS,Outgoing,0
20101007,200637,SMS,Incoming,0
20101007,201709,SMS,Incoming,0
20101007,211844,SMS,Incoming,0
20101007,212001,SMS,Outgoing,0
20101008,065937,SMS,Incoming,0
20101008,083309,SMS,Outgoing,0
20101008,105826,SMS,Outgoing,0
20101008,114459,SMS,Incoming,0
20101008,121048,SMS,Incoming,0
20101008,124731,SMS,Outgoing,0
20101008,130752,SMS,Incoming,0
20101008,134527,SMS,Incoming,0
20101008,160914,SMS,Outgoing,0
20101008,180146,SMS,Outgoing,0
20101008,182246,SMS,Incoming,0
20101008,183007,SMS,Outgoing,0
20101008,204045,SMS,Incoming,0
20101009,074408,SMS,Incoming,0
20101009,084013,SMS,Outgoing,0
20101009,084047,Voice,Outgoing,63
20101009,091027,Data,Outgoing,14
20101009,092439,SMS,Incoming,0
20101009,101737,Data,Outgoing,10
20101009,111116,SMS,Incoming,0
20101009,114923,SMS,Outgoing,0
20101009,131649,SMS,Incoming,0
20101009,154932,SMS,Outgoing,0
20101009,155531,SMS,Outgoing,0
20101009,155746,Data,Outgoing,11
20101009,155826,SMS,Incoming,0
20101009,160315,SMS,Outgoing,0
20101009,160655,SMS,Incoming,0
20101009,162731,SMS,Incoming,0
20101009,171804,SMS,Incoming,0
20101009,171809,Data,Outgoing,8
20101009,171911,SMS,Outgoing,0
20101009,172333,Data,Outgoing,8
20101009,172424,SMS,Outgoing,0
20101009,172513,Voice,Outgoing,0
20101009,172607,Voice,Outgoing,0
20101009,172633,SMS,Incoming,0
20101009,172653,Voice,Outgoing,0
20101009,174617,Voice,Outgoing,72
20101009,174853,SMS,Outgoing,0
20101009,175009,SMS,Incoming,0
20101009,175222,SMS,Outgoing,0
20101009,175949,Voice,Incoming,238
20101009,182215,Voice,Incoming,171
20101009,182849,SMS,Outgoing,0
20101009,183353,Voice,Incoming,555
20101009,190037,SMS,Outgoing,0
20101009,191112,SMS,Incoming,0
20101009,191242,SMS,Incoming,0
20101010,061336,SMS,Incoming,0
20101010,105220,Voice,Outgoing,0
20101010,105223,SMS,Outgoing,0
20101010,105511,SMS,Incoming,0
20101010,110213,SMS,Incoming,0
20101010,110359,Voice,Outgoing,89
20101010,133423,Voice,Outgoing,0
20101010,133513,Voice,Outgoing,74
20101010,140120,Voice,Outgoing,745
20101010,160912,SMS,Incoming,0
20101010,160920,Data,Outgoing,20
20101010,163852,SMS,Outgoing,0
20101010,163949,SMS,Outgoing,0
20101010,164002,SMS,Incoming,0
20101010,164409,SMS,Incoming,0
20101010,164644,SMS,Incoming,0
20101010,195405,SMS,Outgoing,0
20101010,200723,SMS,Incoming,0
20101010,202719,SMS,Outgoing,0
20101010,210113,SMS,Outgoing,0
20101010,210346,SMS,Incoming,0
20101010,210918,SMS,Outgoing,0
20101010,211444,SMS,Outgoing,0
20101010,211447,SMS,Outgoing,0
20101010,211536,SMS,Incoming,0
20101011,064233,SMS,Outgoing,0
20101011,064758,SMS,Incoming,0
20101011,070140,Voice,Outgoing,0
20101011,070827,Voice,Outgoing,39
20101011,075422,Voice,Incoming,115
20101011,075753,SMS,Incoming,0
20101011,093904,Voice,Outgoing,235
20101011,094533,SMS,Outgoing,0
20101011,094726,SMS,Incoming,0
20101011,102149,Voice,Incoming,23
20101011,104121,Voice,Outgoing,38
20101011,105709,Voice,Outgoing,40
20101011,115958,Voice,Outgoing,194
20101011,122600,SMS,Outgoing,0
20101011,123028,Voice,Incoming,55
20101011,130118,Voice,Outgoing,95
20101011,131911,SMS,Incoming,0
20101011,132255,SMS,Outgoing,0
20101011,132418,SMS,Outgoing,0
20101011,132805,SMS,Incoming,0
20101011,133036,Voice,Incoming,302
20101011,133741,SMS,Outgoing,0
20101011,134104,SMS,Incoming,0
20101011,134314,SMS,Outgoing,0
20101011,134419,Voice,Incoming,60
20101011,134524,SMS,Incoming,0
20101011,135332,SMS,Outgoing,0
20101011,135635,SMS,Outgoing,0
20101011,135744,SMS,Incoming,0
20101011,135943,SMS,Outgoing,0
20101011,140337,SMS,Incoming,0
20101011,142252,Voice,Incoming,135
20101011,142311,SMS,Incoming,0
20101011,142734,Voice,Outgoing,358
20101011,144441,Voice,Incoming,123
20101011,144817,SMS,Outgoing,0
20101011,145409,SMS,Outgoing,0
20101011,145607,SMS,Incoming,0
20101011,145749,SMS,Outgoing,0
20101011,151027,SMS,Incoming,0
20101011,151919,SMS,Outgoing,0
20101011,164903,Voice,Missed call,0
20101011,165246,SMS,Incoming,0
20101011,170346,Voice,Outgoing,28
20101011,171418,SMS,Incoming,0
20101011,172728,SMS,Outgoing,0
20101011,175033,SMS,Outgoing,0
20101011,175156,Voice,Outgoing,116
20101011,175357,SMS,Incoming,0
20101011,175536,SMS,Incoming,0
20101011,175616,SMS,Outgoing,0
20101011,175634,SMS,Outgoing,0
20101011,175721,SMS,Incoming,0
20101011,181607,SMS,Incoming,0
20101011,195419,Data,Outgoing,7
20101011,195506,Data,Outgoing,6
20101011,195513,Data,Outgoing,21
20101011,201614,Data,Outgoing,7
20101011,205509,Data,Outgoing,2269
20101011,212901,SMS,Incoming,0
20101011,213247,SMS,Outgoing,0
20101011,215557,Data,Outgoing,23
20101011,215731,Data,Outgoing,6
20101011,225558,Data,Outgoing,27
20101011,225737,Data,Outgoing,9
20101011,235559,Data,Outgoing,24
20101011,235746,Data,Outgoing,6
20101012,005600,Data,Outgoing,23
20101012,005752,Data,Outgoing,9
20101012,015601,Data,Outgoing,23
20101012,015801,Data,Outgoing,5
20101012,025602,Data,Outgoing,24
20101012,025807,Data,Outgoing,6
20101012,035603,Data,Outgoing,23
20101012,035813,Data,Outgoing,6
20101012,045604,Data,Outgoing,23
20101012,045819,Data,Outgoing,6
20101012,055605,Data,Outgoing,24
20101012,055825,Data,Outgoing,6
20101012,060019,SMS,Incoming,0
20101012,062644,SMS,Outgoing,0
20101012,062718,SMS,Outgoing,0
20101012,062803,SMS,Incoming,0
20101012,062950,SMS,Outgoing,0
20101012,063007,Data,Outgoing,15
20101012,064128,SMS,Incoming,0
20101012,065606,Data,Outgoing,21
20101012,071356,SMS,Outgoing,0
20101012,071431,SMS,Incoming,0
20101012,072332,Voice,Missed call,0
20101012,072512,SMS,Outgoing,0
20101012,072535,SMS,Incoming,0
20101012,073013,Data,Outgoing,6
20101012,073450,Data,Outgoing,311
20101012,075607,Data,Outgoing,23
20101012,080659,Voice,Outgoing,202
20101012,081832,Voice,Outgoing,158
20101012,082714,Voice,Outgoing,140
20101012,083011,Voice,Outgoing,215
20101012,083407,Voice,Outgoing,227
20101012,083459,Data,Outgoing,7
20101012,083605,Data,Outgoing,7
20101012,083711,Data,Outgoing,7
20101012,085000,Data,Outgoing,21
20101012,085608,Data,Outgoing,21
20101012,092001,Data,Outgoing,6
20101012,094910,Voice,Outgoing,2
20101012,095000,Data,Outgoing,6
20101012,095609,Data,Outgoing,22
20101012,100840,Voice,Incoming,106
20101012,101541,Voice,Outgoing,114
20101012,102000,Data,Outgoing,6
20101012,105000,Data,Outgoing,5
20101012,105029,SMS,Incoming,0
20101012,105610,Data,Outgoing,22
20101012,111942,SMS,Outgoing,0
20101012,112002,Data,Outgoing,7
20101012,112303,SMS,Incoming,0
20101012,113445,SMS,Outgoing,0
20101012,113451,Voice,Outgoing,228
20101012,113701,SMS,Incoming,0
20101012,114209,SMS,Incoming,0
20101012,114732,Voice,Incoming,493
20101012,115001,Data,Outgoing,7
20101012,115611,Data,Outgoing,22
20101012,121229,Voice,Outgoing,81
20101012,121506,Voice,Incoming,71
20101012,121902,Voice,Outgoing,59
20101012,122001,Data,Outgoing,8
20101012,122808,Voice,Incoming,22
20101012,123328,Voice,Outgoing,0
20101012,123828,Voice,Incoming,328
20101012,125003,Data,Outgoing,6
20101012,125612,Data,Outgoing,18
20101012,125855,Data,Outgoing,6
20101012,135750,Data,Outgoing,30
20101012,135901,Data,Outgoing,6
20101012,140615,Voice,Incoming,102
20101012,143342,Voice,Incoming,92
20101012,144156,SMS,Outgoing,0
20101012,144215,Voice,Incoming,59
20101012,144437,Voice,Outgoing,18
20101012,144548,SMS,Outgoing,0
20101012,145907,Data,Outgoing,6
20101012,152042,Voice,Incoming,9
20101012,153334,Voice,Incoming,0
20101012,153401,Voice,Outgoing,115
20101012,155357,Voice,Outgoing,33
20101012,155913,Data,Outgoing,7
20101012,161004,SMS,Outgoing,0
20101012,163406,SMS,Outgoing,0
20101012,163613,SMS,Incoming,0
20101012,165010,SMS,Incoming,0
20101012,165921,Data,Outgoing,7
20101012,170647,SMS,Outgoing,0
20101012,170729,Voice,Outgoing,0
20101012,175928,Data,Outgoing,12
20101012,182114,SMS,Incoming,0
20101012,182314,SMS,Outgoing,0
20101012,183058,Data,Outgoing,520
20101012,184239,SMS,Incoming,0
20101012,184624,SMS,Outgoing,0
20101012,185941,Data,Outgoing,15
20101012,190917,SMS,Incoming,0
20101012,193955,Voice,Outgoing,446
20101012,195950,Data,Outgoing,6
20101012,195957,SMS,Outgoing,0
20101012,200458,Data,Outgoing,312
20101012,200647,SMS,Incoming,0
20101012,201210,SMS,Outgoing,0
20101012,201616,Voice,Outgoing,0
20101012,201825,Voice,Outgoing,0
20101012,201854,Voice,Outgoing,122
20101012,203506,Data,Outgoing,28
20101012,210508,Data,Outgoing,6
20101012,213506,Data,Outgoing,36
20101012,213756,Data,Outgoing,308
20101012,223507,Data,Outgoing,26
20101012,223803,Data,Outgoing,6
20101012,233508,Data,Outgoing,26
20101012,233809,Data,Outgoing,6
20101013,003509,Data,Outgoing,26
20101013,003815,Data,Outgoing,6
20101013,013510,Data,Outgoing,26
20101013,013821,Data,Outgoing,6
20101013,023511,Data,Outgoing,26
20101013,023827,Data,Outgoing,6
20101013,033512,Data,Outgoing,26
20101013,033833,Data,Outgoing,6
20101013,043513,Data,Outgoing,26
20101013,043839,Data,Outgoing,6
20101013,053514,Data,Outgoing,26
20101013,053845,Data,Outgoing,6
20101013,061024,Voice,Outgoing,66
20101013,063458,SMS,Outgoing,0
20101013,063515,Data,Outgoing,29
20101013,063609,SMS,Incoming,0
20101013,063851,Data,Outgoing,6
20101013,071841,Voice,Outgoing,33
20101013,073516,Data,Outgoing,28
20101013,073857,Data,Outgoing,6
20101013,083517,Data,Outgoing,27
20101013,083903,Data,Outgoing,6
20101013,084612,Voice,Incoming,29
20101013,085255,Voice,Outgoing,87
20101013,093304,Voice,Outgoing,63
20101013,093909,Data,Outgoing,6
20101013,095255,Data,Outgoing,31
20101013,100424,SMS,Outgoing,0
20101013,100701,SMS,Incoming,0
20101013,102618,Voice,Outgoing,17
20101013,103916,Data,Outgoing,9
20101013,105256,Data,Outgoing,24
20101013,105801,Voice,Incoming,58
20101013,113925,Data,Outgoing,7
20101013,113941,Data,Outgoing,308
20101013,115257,Data,Outgoing,22
20101013,115942,Voice,Outgoing,48
20101013,120030,SMS,Incoming,0
20101013,120425,SMS,Outgoing,0
20101013,121037,SMS,Incoming,0
20101013,122239,Voice,Outgoing,0
20101013,122420,Voice,Incoming,40
20101013,123807,Voice,Incoming,238
20101013,123947,Data,Outgoing,7
20101013,125258,Data,Outgoing,27
20101013,125430,Voice,Incoming,154
20101013,125715,Voice,Outgoing,0
20101013,125740,Voice,Outgoing,2
20101013,125808,SMS,Outgoing,0
20101013,130716,SMS,Incoming,0
20101013,132634,Voice,Outgoing,175
20101013,133044,SMS,Outgoing,0
20101013,133134,Voice,Outgoing,56
20101013,133353,Voice,Outgoing,63
20101013,133955,Data,Outgoing,7
20101013,135259,Data,Outgoing,30
20101013,140854,Voice,Incoming,178
20101013,142634,SMS,Incoming,0
20101013,142640,Data,Outgoing,8
20101013,143000,SMS,Outgoing,0
20101013,144002,Data,Outgoing,6
20101013,145300,Data,Outgoing,27
20101013,145332,Data,Outgoing,309
20101013,155012,Voice,Incoming,15
20101013,155302,Data,Outgoing,25
20101013,155338,Data,Outgoing,6
20101013,163143,SMS,Incoming,0
20101013,163652,SMS,Outgoing,0
20101013,165302,Data,Outgoing,24
20101013,165344,Data,Outgoing,6
20101013,174405,SMS,Incoming,0
20101013,175304,Data,Outgoing,21
20101013,175350,Data,Outgoing,6
20101013,181210,SMS,Outgoing,0
20101013,181239,SMS,Incoming,0
20101013,181452,SMS,Outgoing,0
20101013,181543,SMS,Incoming,0
20101013,185304,Data,Outgoing,26
20101013,185356,Data,Outgoing,7
20101013,191922,Voice,Outgoing,101
20101013,195305,Data,Outgoing,22
20101013,195404,Data,Outgoing,6
20101013,205306,Data,Outgoing,24
20101013,205410,Data,Outgoing,5
20101013,215307,Data,Outgoing,32
20101013,215416,Data,Outgoing,6
20101013,224859,Data,Outgoing,37
20101013,225023,SMS,Outgoing,0
20101013,225308,Data,Outgoing,25
20101013,234905,Data,Outgoing,6
20101013,235309,Data,Outgoing,24
20101014,004912,Data,Outgoing,6
20101014,005310,Data,Outgoing,26
20101014,014918,Data,Outgoing,6
20101014,015311,Data,Outgoing,20
20101014,015703,SMS,Incoming,0
20101014,024924,Data,Outgoing,7
20101014,025312,Data,Outgoing,20
20101014,034930,Data,Outgoing,6
20101014,035314,Data,Outgoing,23
20101014,044936,Data,Outgoing,6
20101014,045314,Data,Outgoing,24
20101014,053049,Data,Outgoing,331
20101014,055315,Data,Outgoing,24
20101014,063033,Data,Outgoing,29
20101014,063037,SMS,Outgoing,0
20101014,065316,Data,Outgoing,21
20101014,065800,SMS,Incoming,0
20101014,070831,SMS,Incoming,0
20101014,071123,Voice,Outgoing,48
20101014,071812,Voice,Outgoing,43
20101014,073054,Data,Outgoing,6
20101014,073702,Voice,Missed call,0
20101014,075317,Data,Outgoing,24
20101014,075826,SMS,Incoming,0
20101014,080837,SMS,Incoming,0
20101014,080844,Data,Outgoing,8
20101014,083102,Data,Outgoing,6
20101014,085318,Data,Outgoing,29
20101014,085510,Data,Outgoing,308
20101014,085905,Voice,Outgoing,11
20101014,090320,SMS,Outgoing,0
20101014,090500,SMS,Outgoing,0
20101014,091114,SMS,Incoming,0
20101014,092303,Data,Outgoing,65
20101014,092548,Voice,Outgoing,65
20101014,093209,SMS,Outgoing,0
20101014,093626,SMS,Outgoing,0
20101014,093708,SMS,Incoming,0
20101014,095319,Data,Outgoing,25
20101014,102310,Data,Outgoing,6
20101014,104043,Voice,Outgoing,309
20101014,105320,Data,Outgoing,20
20101014,105326,Voice,Outgoing,34
20101014,112317,Data,Outgoing,6
20101014,112623,Voice,Outgoing,15
20101014,112734,SMS,Incoming,0
20101014,115321,Data,Outgoing,22
20101014,122325,Data,Outgoing,6
20101014,125322,Data,Outgoing,29
20101014,132331,Data,Outgoing,6
20101014,135323,Data,Outgoing,28
20101014,142338,Data,Outgoing,6
20101014,142816,SMS,Incoming,0
20101014,145324,Data,Outgoing,30
20101014,152345,Data,Outgoing,6
20101014,155325,Data,Outgoing,29
20101014,155907,SMS,Outgoing,0
20101014,160521,SMS,Outgoing,0
20101014,161335,SMS,Incoming,0
20101014,162352,Data,Outgoing,6
20101014,162625,Voice,Missed call,0
20101014,165326,Data,Outgoing,28
20101014,172359,Data,Outgoing,6
20101014,175327,Data,Outgoing,105
20101014,175658,SMS,Incoming,0
20101014,181825,SMS,Outgoing,0
20101014,182105,Voice,Outgoing,28
20101014,182406,Data,Outgoing,8
20101014,184040,SMS,Outgoing,0
20101014,185328,Data,Outgoing,26
20101014,190445,SMS,Incoming,0
20101014,192414,Data,Outgoing,6
20101014,195329,Data,Outgoing,27
20101014,202420,Data,Outgoing,6
20101014,204340,SMS,Outgoing,0
20101014,204625,SMS,Outgoing,0
20101014,204734,SMS,Outgoing,0
20101014,205015,SMS,Incoming,0
20101014,205331,Data,Outgoing,23
20101014,211108,SMS,Outgoing,0
20101014,212426,Data,Outgoing,10
20101014,213755,SMS,Outgoing,0
20101014,215331,Data,Outgoing,34
20101014,220058,SMS,Incoming,0
20101014,222435,Data,Outgoing,6
20101014,225332,Data,Outgoing,17
20101014,232441,Data,Outgoing,6
20101014,235333,Data,Outgoing,30
20101015,002447,Data,Outgoing,7
20101015,005334,Data,Outgoing,19
20101015,012454,Data,Outgoing,6
20101015,015335,Data,Outgoing,18
20101015,022500,Data,Outgoing,6
20101015,025337,Data,Outgoing,18
20101015,032506,Data,Outgoing,6
20101015,035337,Data,Outgoing,19
20101015,042512,Data,Outgoing,6
20101015,045338,Data,Outgoing,23
20101015,050803,SMS,Incoming,0
20101015,052518,Data,Outgoing,6
20101015,055339,Data,Outgoing,24
20101015,062524,Data,Outgoing,6
20101015,071051,Voice,Outgoing,77
20101015,071213,Data,Outgoing,278
20101015,071747,Data,Outgoing,181
20101015,072130,Voice,Outgoing,135
20101015,072406,Data,Outgoing,16
20101015,072530,Data,Outgoing,6
20101015,075427,SMS,Incoming,0
20101015,075857,Data,Outgoing,34
20101015,080600,SMS,Outgoing,0
20101015,080832,SMS,Incoming,0
20101015,081104,SMS,Outgoing,0
20101015,081335,Voice,Outgoing,117
20101015,081503,Data,Outgoing,27
20101015,083524,SMS,Incoming,0
20101015,083728,SMS,Outgoing,0
20101015,083759,SMS,Incoming,0
20101015,085915,Data,Outgoing,6
20101015,091504,Data,Outgoing,25
20101015,095922,Data,Outgoing,6
20101015,101505,Data,Outgoing,23
20101015,102103,SMS,Incoming,0
20101015,102109,Data,Outgoing,9
20101015,102135,Data,Outgoing,26
20101015,102246,SMS,Outgoing,0
20101015,103418,Voice,Incoming,92
20101015,105928,Data,Outgoing,6
20101015,110421,Voice,Outgoing,105
20101015,111506,Data,Outgoing,24
20101015,115935,Data,Outgoing,6
20101015,121204,Voice,Outgoing,0
20101015,121507,Data,Outgoing,88
20101015,122155,Voice,Outgoing,149
20101015,123943,Data,Outgoing,49
20101015,133953,Data,Outgoing,6
20101015,140411,Voice,Missed call,0
20101015,141043,Voice,Outgoing,842
20101015,142742,Voice,Missed call,0
20101015,144000,Data,Outgoing,7
20101015,144420,Voice,Outgoing,164
20101015,154008,Data,Outgoing,7
20101015,161748,Voice,Outgoing,0
20101015,162550,Voice,Outgoing,0
20101015,162613,Voice,Outgoing,133
20101015,164016,Data,Outgoing,6
20101015,170420,SMS,Outgoing,0
20101015,172052,Voice,Outgoing,10
20101015,172524,SMS,Incoming,0
20101015,172726,Voice,Incoming,489
20101015,174023,Data,Outgoing,7
20101015,175600,Voice,Incoming,127
20101015,175835,Data,Outgoing,26
20101015,175903,Data,Outgoing,21
20101015,181336,Data,Outgoing,23
20101015,182837,Data,Outgoing,27
20101015,184029,Data,Outgoing,6
20101015,184204,Voice,Incoming,43
20101015,184338,Data,Outgoing,21
20101015,185839,Data,Outgoing,26
20101015,191340,Data,Outgoing,22
20101015,192841,Data,Outgoing,24
20101015,194035,Data,Outgoing,6
20101015,194342,Data,Outgoing,21
20101015,195103,SMS,Incoming,0
20101015,195109,Data,Outgoing,7
20101015,195830,SMS,Outgoing,0
20101015,195843,Data,Outgoing,24
20101015,201344,Data,Outgoing,27
20101015,202845,Data,Outgoing,24
20101015,204041,Data,Outgoing,6
20101015,204346,Data,Outgoing,23
